"activity" "subjectId" "variable" "value"
"sitting" 16 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.738434398105465
"sitting" 16 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.782089515344262
"sitting" 16 "meanFrequencyBodyAccelerationMagnitudeMean" -0.666962508246721
"sitting" 16 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.712680990765301
"sitting" 16 "meanFrequencyBodyAccelerationMean-X" -0.700885147341803
"sitting" 16 "meanFrequencyBodyAccelerationMean-Y" -0.671572147098798
"sitting" 16 "meanFrequencyBodyAccelerationMean-Z" -0.660989948160437
"sitting" 16 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.656969045058415
"sitting" 16 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.661844530506831
"sitting" 16 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.605646725307104
"sitting" 16 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.713167613706148
"sitting" 16 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.729869398769672
"sitting" 16 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.87277228273224
"sitting" 16 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.886533212213115
"sitting" 16 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.81712881920765
"sitting" 16 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.802078223409836
"sitting" 16 "meanFrequencyBodyGyroscopeMean-X" -0.789780147036612
"sitting" 16 "meanFrequencyBodyGyroscopeMean-Y" -0.815962130027322
"sitting" 16 "meanFrequencyBodyGyroscopeMean-Z" -0.756286641721311
"sitting" 16 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.804991831502732
"sitting" 16 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.809421448142077
"sitting" 16 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.756993640724044
"sitting" 16 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.725246870486339
"sitting" 16 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.719647028238525
"sitting" 16 "meanTimeBodyAccelerationJerkMean-X" 0.0775488885374317
"sitting" 16 "meanTimeBodyAccelerationJerkMean-Y" 0.00884018328270219
"sitting" 16 "meanTimeBodyAccelerationJerkMean-Z" -0.00143730005564208
"sitting" 16 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.72786174352459
"sitting" 16 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.735080198043716
"sitting" 16 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.767873049380055
"sitting" 16 "meanTimeBodyAccelerationMagnitudeMean" -0.616131116889044
"sitting" 16 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.661719690491803
"sitting" 16 "meanTimeBodyAccelerationMean-X" 0.277887440374317
"sitting" 16 "meanTimeBodyAccelerationMean-Y" -0.0158567888309016
"sitting" 16 "meanTimeBodyAccelerationMean-Z" -0.107263924445355
"sitting" 16 "meanTimeBodyAccelerationStandardDeviation-X" -0.668161498298634
"sitting" 16 "meanTimeBodyAccelerationStandardDeviation-Y" -0.649947067892896
"sitting" 16 "meanTimeBodyAccelerationStandardDeviation-Z" -0.603819902386066
"sitting" 16 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.860446372459016
"sitting" 16 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.87480016568306
"sitting" 16 "meanTimeBodyGyroscopeJerkMean-X" -0.107361614801257
"sitting" 16 "meanTimeBodyGyroscopeJerkMean-Y" -0.0416615668939617
"sitting" 16 "meanTimeBodyGyroscopeJerkMean-Z" -0.0539470410873497
"sitting" 16 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.858298719153005
"sitting" 16 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.86957312057377
"sitting" 16 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.837039926065574
"sitting" 16 "meanTimeBodyGyroscopeMagnitudeMean" -0.718168775628415
"sitting" 16 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.78482286579235
"sitting" 16 "meanTimeBodyGyroscopeMean-X" -0.0122341446725137
"sitting" 16 "meanTimeBodyGyroscopeMean-Y" -0.0724444803980874
"sitting" 16 "meanTimeBodyGyroscopeMean-Z" 0.0730144651530055
"sitting" 16 "meanTimeBodyGyroscopeStandardDeviation-X" -0.799534450491803
"sitting" 16 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.810124133715847
"sitting" 16 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.737629967961749
"sitting" 16 "meanTimeGravityAccelerationMagnitudeMean" -0.616131116889044
"sitting" 16 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.661719690491803
"sitting" 16 "meanTimeGravityAccelerationMean-X" 0.700906130308743
"sitting" 16 "meanTimeGravityAccelerationMean-Y" -0.0605235993797814
"sitting" 16 "meanTimeGravityAccelerationMean-Z" 0.0402075536234973
"sitting" 16 "meanTimeGravityAccelerationStandardDeviation-X" -0.971156432131148
"sitting" 16 "meanTimeGravityAccelerationStandardDeviation-Y" -0.964727519945355
"sitting" 16 "meanTimeGravityAccelerationStandardDeviation-Z" -0.945294028639344
"sitting" 17 "meanFrequencyBodyAccelerationJerkMean-X" -0.716681622653533
"sitting" 17 "meanFrequencyBodyAccelerationJerkMean-Y" -0.694754837788043
"sitting" 17 "meanFrequencyBodyAccelerationJerkMean-Z" -0.802528785896739
"sitting" 17 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.67654494089212
"sitting" 17 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.663158393238587
"sitting" 17 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.822801747581522
"sitting" 17 "meanFrequencyBodyAccelerationMagnitudeMean" -0.646189154826902
"sitting" 17 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.687536943227717
"sitting" 17 "meanFrequencyBodyAccelerationMean-X" -0.651780423718288
"sitting" 17 "meanFrequencyBodyAccelerationMean-Y" -0.601741376260245
"sitting" 17 "meanFrequencyBodyAccelerationMean-Z" -0.718947424896739
"sitting" 17 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.59351017342337
"sitting" 17 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.576930056063587
"sitting" 17 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.656622932009511
"sitting" 17 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.697575558993207
"sitting" 17 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.692595778979891
"sitting" 17 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.829124468315217
"sitting" 17 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.833701023152174
"sitting" 17 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.769498551467391
"sitting" 17 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.782232494673913
"sitting" 17 "meanFrequencyBodyGyroscopeMean-X" -0.728710411180707
"sitting" 17 "meanFrequencyBodyGyroscopeMean-Y" -0.774745258994565
"sitting" 17 "meanFrequencyBodyGyroscopeMean-Z" -0.726857840652174
"sitting" 17 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.770057225710326
"sitting" 17 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.761335243695652
"sitting" 17 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.745101477910326
"sitting" 17 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.696465197235054
"sitting" 17 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.693946394750815
"sitting" 17 "meanTimeBodyAccelerationJerkMean-X" 0.0814060565059783
"sitting" 17 "meanTimeBodyAccelerationJerkMean-Y" 0.00848949673339674
"sitting" 17 "meanTimeBodyAccelerationJerkMean-Z" 0.00270288011005435
"sitting" 17 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.682603096154891
"sitting" 17 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.668693821044565
"sitting" 17 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.813339560652174
"sitting" 17 "meanTimeBodyAccelerationMagnitudeMean" -0.568367244093859
"sitting" 17 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.636074477703533
"sitting" 17 "meanTimeBodyAccelerationMean-X" 0.274029548065217
"sitting" 17 "meanTimeBodyAccelerationMean-Y" -0.0175416045074728
"sitting" 17 "meanTimeBodyAccelerationMean-Z" -0.109199853130082
"sitting" 17 "meanTimeBodyAccelerationStandardDeviation-X" -0.608455243870734
"sitting" 17 "meanTimeBodyAccelerationStandardDeviation-Y" -0.567005319464348
"sitting" 17 "meanTimeBodyAccelerationStandardDeviation-Z" -0.660582755619022
"sitting" 17 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.810438232853261
"sitting" 17 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.825255969701087
"sitting" 17 "meanTimeBodyGyroscopeJerkMean-X" -0.107854170946467
"sitting" 17 "meanTimeBodyGyroscopeJerkMean-Y" -0.039171944702962
"sitting" 17 "meanTimeBodyGyroscopeJerkMean-Z" -0.0508496510874185
"sitting" 17 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.788387981630435
"sitting" 17 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.825988662771739
"sitting" 17 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.808251302907609
"sitting" 17 "meanTimeBodyGyroscopeMagnitudeMean" -0.676185123284103
"sitting" 17 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.750145260967391
"sitting" 17 "meanTimeBodyGyroscopeMean-X" -0.0146686177049565
"sitting" 17 "meanTimeBodyGyroscopeMean-Y" -0.082710926198038
"sitting" 17 "meanTimeBodyGyroscopeMean-Z" 0.077025064375462
"sitting" 17 "meanTimeBodyGyroscopeStandardDeviation-X" -0.759011119945652
"sitting" 17 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.764867040625
"sitting" 17 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.720741038680163
"sitting" 17 "meanTimeGravityAccelerationMagnitudeMean" -0.568367244093859
"sitting" 17 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.636074477703533
"sitting" 17 "meanTimeGravityAccelerationMean-X" 0.69893741138587
"sitting" 17 "meanTimeGravityAccelerationMean-Y" -0.013734698125
"sitting" 17 "meanTimeGravityAccelerationMean-Z" -0.0177042428953804
"sitting" 17 "meanTimeGravityAccelerationStandardDeviation-X" -0.971771652907609
"sitting" 17 "meanTimeGravityAccelerationStandardDeviation-Y" -0.958810046467391
"sitting" 17 "meanTimeGravityAccelerationStandardDeviation-Z" -0.949039213831522
"sitting" 19 "meanFrequencyBodyAccelerationJerkMean-X" -0.987032099230769
"sitting" 19 "meanFrequencyBodyAccelerationJerkMean-Y" -0.976037100512821
"sitting" 19 "meanFrequencyBodyAccelerationJerkMean-Z" -0.984388027179487
"sitting" 19 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.988304746153846
"sitting" 19 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.97953170525641
"sitting" 19 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.988454999230769
"sitting" 19 "meanFrequencyBodyAccelerationMagnitudeMean" -0.96946894948718
"sitting" 19 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.966153062179487
"sitting" 19 "meanFrequencyBodyAccelerationMean-X" -0.984255713846154
"sitting" 19 "meanFrequencyBodyAccelerationMean-Y" -0.962408410897436
"sitting" 19 "meanFrequencyBodyAccelerationMean-Z" -0.971502972692308
"sitting" 19 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.983583491025641
"sitting" 19 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.954567041538462
"sitting" 19 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.955532340512821
"sitting" 19 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.98231601974359
"sitting" 19 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.982715393461538
"sitting" 19 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.987124077051282
"sitting" 19 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.985482119102564
"sitting" 19 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.973814316410256
"sitting" 19 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.964450168076923
"sitting" 19 "meanFrequencyBodyGyroscopeMean-X" -0.973600250384615
"sitting" 19 "meanFrequencyBodyGyroscopeMean-Y" -0.978913558846154
"sitting" 19 "meanFrequencyBodyGyroscopeMean-Z" -0.972983852179487
"sitting" 19 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.977522990769231
"sitting" 19 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.971505860512821
"sitting" 19 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.973696549102564
"sitting" 19 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.985912167820513
"sitting" 19 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.982970655897436
"sitting" 19 "meanTimeBodyAccelerationJerkMean-X" 0.0754987303089744
"sitting" 19 "meanTimeBodyAccelerationJerkMean-Y" 0.0101588435987179
"sitting" 19 "meanTimeBodyAccelerationJerkMean-Z" 0.000933886249782051
"sitting" 19 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.987056352564103
"sitting" 19 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.976745864871795
"sitting" 19 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.987054267692308
"sitting" 19 "meanTimeBodyAccelerationMagnitudeMean" -0.967630046410256
"sitting" 19 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.96428652051282
"sitting" 19 "meanTimeBodyAccelerationMean-X" 0.274728278461538
"sitting" 19 "meanTimeBodyAccelerationMean-Y" -0.0161937053371795
"sitting" 19 "meanTimeBodyAccelerationMean-Z" -0.106971953217949
"sitting" 19 "meanTimeBodyAccelerationStandardDeviation-X" -0.983706167948718
"sitting" 19 "meanTimeBodyAccelerationStandardDeviation-Y" -0.955835759487179
"sitting" 19 "meanTimeBodyAccelerationStandardDeviation-Z" -0.959403922307692
"sitting" 19 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.988983329615385
"sitting" 19 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.986067566025641
"sitting" 19 "meanTimeBodyGyroscopeJerkMean-X" -0.0993183353846154
"sitting" 19 "meanTimeBodyGyroscopeJerkMean-Y" -0.0412910828589744
"sitting" 19 "meanTimeBodyGyroscopeJerkMean-Z" -0.0558204450128205
"sitting" 19 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.982878405641026
"sitting" 19 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.989480799358974
"sitting" 19 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.985228984358974
"sitting" 19 "meanTimeBodyGyroscopeMagnitudeMean" -0.956717993717949
"sitting" 19 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.964276738076923
"sitting" 19 "meanTimeBodyGyroscopeMean-X" -0.0239638268382051
"sitting" 19 "meanTimeBodyGyroscopeMean-Y" -0.0659241056410256
"sitting" 19 "meanTimeBodyGyroscopeMean-Z" 0.0855267904914103
"sitting" 19 "meanTimeBodyGyroscopeStandardDeviation-X" -0.976500945769231
"sitting" 19 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.973938295897436
"sitting" 19 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.971535677820513
"sitting" 19 "meanTimeGravityAccelerationMagnitudeMean" -0.967630046410256
"sitting" 19 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.96428652051282
"sitting" 19 "meanTimeGravityAccelerationMean-X" 0.759788574102564
"sitting" 19 "meanTimeGravityAccelerationMean-Y" 0.0205548279487179
"sitting" 19 "meanTimeGravityAccelerationMean-Z" 0.33369004425641
"sitting" 19 "meanTimeGravityAccelerationStandardDeviation-X" -0.980547458076923
"sitting" 19 "meanTimeGravityAccelerationStandardDeviation-Y" -0.974506892051282
"sitting" 19 "meanTimeGravityAccelerationStandardDeviation-Z" -0.965898206923077
"standing" 1 "meanFrequencyBodyAccelerationJerkMean-X" -0.547348892435764
"standing" 1 "meanFrequencyBodyAccelerationJerkMean-Y" -0.507343617969859
"standing" 1 "meanFrequencyBodyAccelerationJerkMean-Z" -0.695305113832853
"standing" 1 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.543979776127867
"standing" 1 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.466251676533372
"standing" 1 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.737861932680115
"standing" 1 "meanFrequencyBodyAccelerationMagnitudeMean" -0.478448523354179
"standing" 1 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.589710231217867
"standing" 1 "meanFrequencyBodyAccelerationMean-X" -0.531895161258213
"standing" 1 "meanFrequencyBodyAccelerationMean-Y" -0.406435448904438
"standing" 1 "meanFrequencyBodyAccelerationMean-Z" -0.596411165253602
"standing" 1 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.553060616663401
"standing" 1 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.390150939647061
"standing" 1 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.498583091676081
"standing" 1 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.499075765624092
"standing" 1 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.541823079570029
"standing" 1 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.645970655298847
"standing" 1 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.685811262634006
"standing" 1 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.535002770337752
"standing" 1 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.566576670397695
"standing" 1 "meanFrequencyBodyGyroscopeMean-X" -0.623219182311527
"standing" 1 "meanFrequencyBodyGyroscopeMean-Y" -0.505309434070029
"standing" 1 "meanFrequencyBodyGyroscopeMean-Z" -0.553529065425648
"standing" 1 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.708263420861671
"standing" 1 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.429825832648703
"standing" 1 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.650476162132565
"standing" 1 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.545431612066571
"standing" 1 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.515922167555159
"standing" 1 "meanTimeBodyAccelerationJerkMean-X" 0.0770930495126801
"standing" 1 "meanTimeBodyAccelerationJerkMean-Y" 0.0165908438802305
"standing" 1 "meanTimeBodyAccelerationJerkMean-Z" -0.00910758730117003
"standing" 1 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.524721922818732
"standing" 1 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.470412403511239
"standing" 1 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.717322274881844
"standing" 1 "meanTimeBodyAccelerationMagnitudeMean" -0.453632943768818
"standing" 1 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.497096402038329
"standing" 1 "meanTimeBodyAccelerationMean-X" 0.265696920582133
"standing" 1 "meanTimeBodyAccelerationMean-Y" -0.0182981725176081
"standing" 1 "meanTimeBodyAccelerationMean-Z" -0.10784573454611
"standing" 1 "meanTimeBodyAccelerationStandardDeviation-X" -0.545795331328326
"standing" 1 "meanTimeBodyAccelerationStandardDeviation-Y" -0.367716218227378
"standing" 1 "meanTimeBodyAccelerationStandardDeviation-Z" -0.502645746562824
"standing" 1 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.639517432642651
"standing" 1 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.652050770910663
"standing" 1 "meanTimeBodyGyroscopeJerkMean-X" -0.0971120197265994
"standing" 1 "meanTimeBodyGyroscopeJerkMean-Y" -0.0417164808293948
"standing" 1 "meanTimeBodyGyroscopeJerkMean-Z" -0.0471393985477522
"standing" 1 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.637812687210375
"standing" 1 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.634472244550432
"standing" 1 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.664591977786455
"standing" 1 "meanTimeBodyGyroscopeMagnitudeMean" -0.475404785802305
"standing" 1 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.499839593745821
"standing" 1 "meanTimeBodyGyroscopeMean-X" -0.0208764064320173
"standing" 1 "meanTimeBodyGyroscopeMean-Y" -0.0880722729400576
"standing" 1 "meanTimeBodyGyroscopeMean-Z" 0.0862641666597983
"standing" 1 "meanTimeBodyGyroscopeStandardDeviation-X" -0.686555715201729
"standing" 1 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.450979810499568
"standing" 1 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.597496136795101
"standing" 1 "meanTimeGravityAccelerationMagnitudeMean" -0.453632943768818
"standing" 1 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.497096402038329
"standing" 1 "meanTimeGravityAccelerationMean-X" 0.744867411573487
"standing" 1 "meanTimeGravityAccelerationMean-Y" -0.0825562579855908
"standing" 1 "meanTimeGravityAccelerationMean-Z" 0.072339870389049
"standing" 1 "meanTimeGravityAccelerationStandardDeviation-X" -0.959859435936599
"standing" 1 "meanTimeGravityAccelerationStandardDeviation-Y" -0.951150627458213
"standing" 1 "meanTimeGravityAccelerationStandardDeviation-Z" -0.925817590867435
"standing" 3 "meanFrequencyBodyAccelerationJerkMean-X" -0.645893496630499
"standing" 3 "meanFrequencyBodyAccelerationJerkMean-Y" -0.582949919157742
"standing" 3 "meanFrequencyBodyAccelerationJerkMean-Z" -0.780101644193548
"standing" 3 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.657844055881525
"standing" 3 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.559851186088408
"standing" 3 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.81080601659824
"standing" 3 "meanFrequencyBodyAccelerationMagnitudeMean" -0.579076453758064
"standing" 3 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.663079838985044
"standing" 3 "meanFrequencyBodyAccelerationMean-X" -0.625733289873607
"standing" 3 "meanFrequencyBodyAccelerationMean-Y" -0.501779938505279
"standing" 3 "meanFrequencyBodyAccelerationMean-Z" -0.699656828592375
"standing" 3 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.623805015199413
"standing" 3 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.502753639795894
"standing" 3 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.657443765803519
"standing" 3 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.604752108072727
"standing" 3 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.615643694857361
"standing" 3 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.810085498651026
"standing" 3 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.810032718739003
"standing" 3 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.716822144279179
"standing" 3 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.703839403007038
"standing" 3 "meanFrequencyBodyGyroscopeMean-X" -0.642097719778592
"standing" 3 "meanFrequencyBodyGyroscopeMean-Y" -0.775144985073314
"standing" 3 "meanFrequencyBodyGyroscopeMean-Z" -0.670734708996481
"standing" 3 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.719276622702346
"standing" 3 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.758505287214076
"standing" 3 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.751008875659824
"standing" 3 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.650182434328446
"standing" 3 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.607658214170381
"standing" 3 "meanTimeBodyAccelerationJerkMean-X" 0.0701731261988856
"standing" 3 "meanTimeBodyAccelerationJerkMean-Y" 0.0144664329060411
"standing" 3 "meanTimeBodyAccelerationJerkMean-Z" -0.000526818872875366
"standing" 3 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.635484688041056
"standing" 3 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.55721186773783
"standing" 3 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.796066240234604
"standing" 3 "meanTimeBodyAccelerationMagnitudeMean" -0.563140802770059
"standing" 3 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.591224780306452
"standing" 3 "meanTimeBodyAccelerationMean-X" 0.273428719636364
"standing" 3 "meanTimeBodyAccelerationMean-Y" -0.017856067384956
"standing" 3 "meanTimeBodyAccelerationMean-Z" -0.106492632429097
"standing" 3 "meanTimeBodyAccelerationStandardDeviation-X" -0.623413602046921
"standing" 3 "meanTimeBodyAccelerationStandardDeviation-Y" -0.480015920697654
"standing" 3 "meanTimeBodyAccelerationStandardDeviation-Z" -0.653625579293255
"standing" 3 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.784056656246334
"standing" 3 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.80366136372434
"standing" 3 "meanTimeBodyGyroscopeJerkMean-X" -0.0991554609633431
"standing" 3 "meanTimeBodyGyroscopeJerkMean-Y" -0.0401923943695015
"standing" 3 "meanTimeBodyGyroscopeJerkMean-Z" -0.0521178264170088
"standing" 3 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.689328428607038
"standing" 3 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.842659862111437
"standing" 3 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.743028500565982
"standing" 3 "meanTimeBodyGyroscopeMagnitudeMean" -0.643150121648094
"standing" 3 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.674010290979472
"standing" 3 "meanTimeBodyGyroscopeMean-X" -0.0248490682828446
"standing" 3 "meanTimeBodyGyroscopeMean-Y" -0.0743565308442815
"standing" 3 "meanTimeBodyGyroscopeMean-Z" 0.0866875497119062
"standing" 3 "meanTimeBodyGyroscopeStandardDeviation-X" -0.699262195705865
"standing" 3 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.76302218170088
"standing" 3 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.709483440322581
"standing" 3 "meanTimeGravityAccelerationMagnitudeMean" -0.563140802770059
"standing" 3 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.591224780306452
"standing" 3 "meanTimeGravityAccelerationMean-X" 0.707814353343108
"standing" 3 "meanTimeGravityAccelerationMean-Y" -0.0260590480328739
"standing" 3 "meanTimeGravityAccelerationMean-Z" 0.0480937904190616
"standing" 3 "meanTimeGravityAccelerationStandardDeviation-X" -0.966457565630499
"standing" 3 "meanTimeGravityAccelerationStandardDeviation-Y" -0.9445645371261
"standing" 3 "meanTimeGravityAccelerationStandardDeviation-Z" -0.926966278211144
"standing" 5 "meanFrequencyBodyAccelerationJerkMean-X" -0.604769869438742
"standing" 5 "meanFrequencyBodyAccelerationJerkMean-Y" -0.550991969857417
"standing" 5 "meanFrequencyBodyAccelerationJerkMean-Z" -0.768762357980132
